t'Distributor' Guidance Disruptor Blueprint*	0	0	3	0	B6-XE8 - RC Ammunition -R	Bp Copy Faction	Помехопостановщики наводке орудий*
Mjolnir Heavy Assault Missile Blueprint*	10	20	289	0	B6-XE8 - RC Structure -R	Bp C upgradable	Облегчённая ракета большой мощности*
Mjolnir Heavy Assault Missile Blueprint*	10	20	293	0	B6-XE8 - RC Structure -R	Bp C upgradable	Облегчённая ракета большой мощности*
Mjolnir Heavy Assault Missile Blueprint*	10	16	289	0	B6-XE8 - RC Structure -R	Bp C upgradable	Облегчённая ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	0	184	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ракета большой мощности*
Mjolnir Heavy Missile Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Ракета большой мощности*
Mjolnir Javelin Heavy Assault Missile Blueprint*	3	12	12	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Малогабаритные спецракеты большой мощности*
Mjolnir Javelin Heavy Assault Missile Blueprint*	3	12	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Малогабаритные спецракеты большой мощности*
Mjolnir Javelin Heavy Assault Missile Blueprint*	3	12	12	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Малогабаритные спецракеты большой мощности*
Mjolnir Light Missile Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Ракета малой мощности*
Mjolnir Light Missile Blueprint*	0	0	1	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ракета малой мощности*
Mjolnir Light Missile Blueprint*	10	20	4	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ракета малой мощности*
Mjolnir Light Missile Blueprint*	10	20	5	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ракета малой мощности*
Mjolnir Light Missile Blueprint*	10	20	5	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ракета малой мощности*
Mjolnir Precision Cruise Missile Blueprint*	3	2	13	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецракеты дальнего боя*
Mjolnir Precision Cruise Missile Blueprint*	3	2	13	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецракеты дальнего боя*
Mjolnir Precision Cruise Missile Blueprint*	5	10	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецракеты дальнего боя*
Mjolnir Precision Cruise Missile Blueprint*	5	10	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецракеты дальнего боя*
Mjolnir Precision Cruise Missile Blueprint*	5	10	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецракеты дальнего боя*
Mjolnir Precision Cruise Missile Blueprint*	5	10	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецракеты дальнего боя*
Mjolnir Precision Cruise Missile Blueprint*	5	10	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецракеты дальнего боя*
Mjolnir Precision Heavy Missile Blueprint*	2	4	5	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецракеты большой мощности*
Mjolnir Rage Heavy Assault Missile Blueprint*	3	12	12	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Малогабаритные спецракеты большой мощности*
Mjolnir Rage Heavy Assault Missile Blueprint*	3	12	12	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Малогабаритные спецракеты большой мощности*
Mjolnir Rage Heavy Assault Missile Blueprint*	3	12	12	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Малогабаритные спецракеты большой мощности*
Mjolnir Rage Heavy Assault Missile Blueprint*	3	12	12	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Малогабаритные спецракеты большой мощности*
Mjolnir Rage Torpedo Blueprint*	3	12	1	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецторпеды*
Mjolnir Rage Torpedo Blueprint*	3	12	11	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецторпеды*
Mjolnir Rocket Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Ракета ближнего боя*
Mjolnir Rocket Blueprint*	10	20	50	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ракета ближнего боя*
Mjolnir Torpedo Blueprint*	0	0	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Торпеда*
Mjolnir Torpedo Blueprint*	0	0	198	0	B6-XE8 - RC Structure -R	Bp C upgradable	Торпеда*
Mjolnir Torpedo Blueprint*	0	0	199	0	B6-XE8 - RC Structure -R	Bp C upgradable	Торпеда*
Mjolnir Torpedo Blueprint*	0	0	198	0	B6-XE8 - RC Structure -R	Bp C upgradable	Торпеда*
Mjolnir Torpedo Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Торпеда*
Moa Blueprint*	0	0	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Mobile Depot Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Автономный пост снабжения*
Mobile Depot Blueprint*	10	18	9	0	B6-XE8 - RC Component -R	Small Standard Container*	Автономный пост снабжения*
Mobile Depot Blueprint*	10	20	10	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Автономный пост снабжения*
Mobile Depot Blueprint*	10	20	10	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Автономный пост снабжения*
Mobile Depot Blueprint*	10	20	10	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Автономный пост снабжения*
Mobile Depot Blueprint*	10	20	10	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Автономный пост снабжения*
Mobile Depot Blueprint*	10	20	10	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Автономный пост снабжения*
Mobile Depot Blueprint*	10	20	10	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Автономный пост снабжения*
Mobile Depot Blueprint*	10	20	10	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Автономный пост снабжения*
Mobile Depot Blueprint*	10	20	10	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Автономный пост снабжения*
Mobile Depot Blueprint*	10	20	10	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Автономный пост снабжения*
Mobile Depot Blueprint*	10	20	10	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Автономный пост снабжения*
Mobile Depot Blueprint*	10	20	10	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Автономный пост снабжения*
Mobile Depot Blueprint*	10	20	10	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Автономный пост снабжения*
Mobile Sanguine Harvester Blueprint*	0	0	5	0	B6-XE8 - RC Structure -R	Bp C upgradable	Автономный блок сбора трофеев*
Mobile Sanguine Harvester Blueprint*	0	0	5	0	B6-XE8 - RC Structure -R	Bp C upgradable	Автономный блок сбора трофеев*
Mobile Tractor Unit Blueprint*	10	20	27	0	B6-XE8 - RC Ammunition -R	Склад	Автономный блок сбора трофеев*
Mobile Tractor Unit Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Автономный блок сбора трофеев*
Mobile Tractor Unit Blueprint*	10	18	30	0	B6-XE8 - RC Component -R	Small Standard Container*	Автономный блок сбора трофеев*
Mobile Tractor Unit Blueprint*	10	18	30	0	B6-XE8 - RC Component -R	Small Standard Container*	Автономный блок сбора трофеев*
Mobile Tractor Unit Blueprint*	10	20	30	0	B6-XE8 - RC Component -R	Small Standard Container*	Автономный блок сбора трофеев*
Mobile Tractor Unit Blueprint*	10	20	30	0	B6-XE8 - RC Component -R	Small Standard Container*	Автономный блок сбора трофеев*
Mobile Tractor Unit Blueprint*	10	20	30	0	B6-XE8 - RC Component -R	Small Standard Container*	Автономный блок сбора трофеев*
Mobile Tractor Unit Blueprint*	10	20	30	0	B6-XE8 - RC Component -R	Small Standard Container*	Автономный блок сбора трофеев*
Modulated Deep Core Miner II Blueprint*	3	2	13	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Мультичастотный экстрактор*
Modulated Deep Core Miner II Blueprint*	3	2	13	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Мультичастотный экстрактор*
Modulated Deep Core Strip Miner II Blueprint*	3	2	13	0	B6-XE8 - RC Ammunition -R	Склад	Мультичастотный экстрактор*
Modulated Strip Miner II Blueprint*	3	2	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Мультичастотный экстрактор*
Modulated Strip Miner II Blueprint*	3	2	13	0	B6-XE8 - RC Ammunition -R	Склад	Мультичастотный экстрактор*
Multifrequency S Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Частотный кристалл*
Multispectrum Coating I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Защитное покрытие брони*
Multispectrum Coating I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Защитное покрытие брони*
Multispectrum Coating I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Защитное покрытие брони*
Multispectrum Energized Membrane I Blueprint*	0	0	198	0	B6-XE8 - RC Structure -R	Bp C upgradable	Подзаряжающаяся мембрана брони*
Multispectrum Energized Membrane II Blueprint*	3	2	13	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Подзаряжающаяся мембрана брони*
Multispectrum Shield Hardener I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Система настройки щита*
Nanite Repair Paste Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Nanite Repair Paste*
Nanite Repair Paste Blueprint*	10	20	79	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Nanite Repair Paste*
Nanite Repair Paste Blueprint*	10	20	79	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Nanite Repair Paste*
Nanite Repair Paste Blueprint*	10	20	579	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Nanite Repair Paste*
Nanite Repair Paste Blueprint*	10	20	563	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Nanite Repair Paste*
Nanite Repair Paste Blueprint*	10	20	563	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Nanite Repair Paste*
Nanite Repair Paste Blueprint*	10	20	563	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Nanite Repair Paste*
Nanite Repair Paste Blueprint*	10	20	563	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Nanite Repair Paste*
Nanite Repair Paste Blueprint*	10	20	600	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Nanite Repair Paste*
Nanite Repair Paste Blueprint*	10	20	600	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Nanite Repair Paste*
Nanite Repair Paste Blueprint*	10	20	600	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Nanite Repair Paste*
Nanite Repair Paste Blueprint*	10	20	600	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Nanite Repair Paste*
Nanite Repair Paste Blueprint*	10	20	563	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Nanite Repair Paste*
Nanofiber Internal Structure I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Нановолоконная несущая конструкция*
Nereus Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Small Standard Container*	Перевозчик*
Nereus Blueprint*	10	20	5	0	B6-XE8 - RC Component -R	Small Standard Container*	Перевозчик*
Nitrogen Fuel Block Blueprint*	0	0	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Noctis Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Перевозчик*
Noctis Blueprint*	10	20	1	0	B6-XE8 - RC Component -R	Small Standard Container*	Перевозчик*
Nova Auto-Targeting Cruise Missile I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Дальнобойная ракета с авто-наведением*
Nova Auto-Targeting Cruise Missile I Blueprint*	10	20	-1	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Дальнобойная ракета с авто-наведением*
Nova Auto-Targeting Cruise Missile I Blueprint*	10	20	-1	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Дальнобойная ракета с авто-наведением*
Nova Auto-Targeting Cruise Missile I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Дальнобойная ракета с авто-наведением*
Nova Auto-Targeting Heavy Missile I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Тяжёлая ракета с авто-наведением*
Nova Auto-Targeting Heavy Missile I Blueprint*	10	20	-1	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тяжёлая ракета с авто-наведением*
Nova Auto-Targeting Heavy Missile I Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Тяжёлая ракета с авто-наведением*
Nova Auto-Targeting Light Missile I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Лёгкая ракета с авто-наведением*
Nova Fury Heavy Missile Blueprint*	3	12	12	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Спецракеты большой мощности*
Nova Fury Heavy Missile Blueprint*	3	12	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецракеты большой мощности*
Nova Fury Light Missile Blueprint*	2	4	9	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецракеты малой мощности*
Nova Fury Light Missile Blueprint*	2	4	8	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецракеты малой мощности*
Nova Heavy Assault Missile Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Облегчённая ракета большой мощности*
Nova Heavy Assault Missile Blueprint*	10	20	300	0	B6-XE8 - RC Structure -R	Bp C upgradable	Облегчённая ракета большой мощности*
Nova Heavy Missile Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Ракета большой мощности*
Nova Heavy Missile Blueprint*	10	20	297	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ракета большой мощности*
Nova Light Missile Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Ракета малой мощности*
Nova Light Missile Blueprint*	10	20	5	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ракета малой мощности*
Nova Rocket Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Ракета ближнего боя*
Nova Rocket Blueprint*	10	20	600	0	B6-XE8 - RC Structure -R	Bp C upgradable	Ракета ближнего боя*
Nova Torpedo Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Rockets	Торпеда*
Nova Torpedo Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Торпеда*
Nuclear Pulse Generator Blueprint*	10	20	4000	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Null M Blueprint*	2	4	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецбоеприпасы для бластеров*
Null M Blueprint*	2	4	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Спецбоеприпасы для бластеров*
Obelisk Blueprint*	10	16	1	0	B6-XE8 - RC Ammunition -R	Склад	Фрейтер*
Ogre I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp* Drones	Боевой дрон*
Ogre I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Боевой дрон*
Ogre I Blueprint*	10	20	200	0	B6-XE8 - RC Advanced -R	Склад	Боевой дрон*
Ogre I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Боевой дрон*
Ogre I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Боевой дрон*
Ogre I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Боевой дрон*
Omen Blueprint*	10	20	2	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Omnidirectional Tracking Enhancer I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Drone Tracking Enhancer*
Omnidirectional Tracking Enhancer I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Drone Tracking Enhancer*
Omnidirectional Tracking Enhancer I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Drone Tracking Enhancer*
Omnidirectional Tracking Enhancer I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Drone Tracking Enhancer*
Omnidirectional Tracking Enhancer I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Drone Tracking Enhancer*
Omnidirectional Tracking Enhancer I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Drone Tracking Enhancer*
Omnidirectional Tracking Link I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Усилитель системы слежения дронов*
Omnidirectional Tracking Link I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Усилитель системы слежения дронов*
Omnidirectional Tracking Link I Blueprint*	10	20	100	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Усилитель системы слежения дронов*
Omnidirectional Tracking Link I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Усилитель системы слежения дронов*
Omnidirectional Tracking Link I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Усилитель системы слежения дронов*
Omnidirectional Tracking Link I Blueprint*	10	20	100	0	B6-XE8 - RC Structure -R	Bp C upgradable	Усилитель системы слежения дронов*
Optimal Range Disruption Script Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Программа глушения систем наводки орудий*
Optimal Range Disruption Script Blueprint*	10	20	580	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Программа глушения систем наводки орудий*
Optimal Range Script Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Прошивка для систем наводки орудий*
Optimal Range Script Blueprint*	10	20	600	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Прошивка для систем наводки орудий*
Oscillator Capacitor Unit Blueprint*	10	20	1974	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Osprey Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Osprey Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Osprey Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Osprey Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Osprey Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Osprey Blueprint*	10	20	10	0	B6-XE8 - RC Component -R	Small Standard Container*	Крейсер*
Overdrive Injector System I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Система форсирования силовой установки*
Overdrive Injector System I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Система форсирования силовой установки*
Overdrive Injector System I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Система форсирования силовой установки*
Overdrive Injector System I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Система форсирования силовой установки*
Overdrive Injector System I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Система форсирования силовой установки*
Overdrive Injector System I Blueprint*	10	20	200	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Система форсирования силовой установки*
Overdrive Injector System I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Система форсирования силовой установки*
Overdrive Injector System I Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Система форсирования силовой установки*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Oxygen Fuel Block Blueprint*	10	20	200	0	B6-XE8 - RC Structure -R	Bp C upgradable	Топливный блок*
Particle Accelerator Unit Blueprint*	10	20	4000	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Particle Accelerator Unit Blueprint*	10	20	4000	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Particle Accelerator Unit Blueprint*	10	20	3850	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Photon Microprocessor Blueprint*	10	20	6458	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Photon Microprocessor Blueprint*	10	20	7879	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Photon Microprocessor Blueprint*	10	20	5468	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Plasma Pulse Generator Blueprint*	10	20	3890	0	B6-XE8 - RC Component -R	Small Standard Container*	Производственные компоненты*
Platinum Technite Reaction Formula*	0	0	-1	0	B6-XE8 - RC Ore processing -R	Склад	Полуфабрикаты*
Platinum Technite Reaction Formula*	0	0	-1	0	B6-XE8 - RC Ore processing -R	Склад	Полуфабрикаты*
Plutonium Charge M Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Гибридные заряды*
Plutonium Charge M Blueprint*	10	20	290	0	B6-XE8 - RC Structure -R	Bp C upgradable	Гибридные заряды*
Plutonium Charge M Blueprint*	10	20	300	0	B6-XE8 - RC Structure -R	Bp C upgradable	Гибридные заряды*
Plutonium Charge M Blueprint*	10	20	300	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Гибридные заряды*
Plutonium Charge M Blueprint*	10	20	300	0	B6-XE8 - RC Structure -R	Bp C upgradable	Гибридные заряды*
Plutonium Charge M Blueprint*	10	20	300	0	B6-XE8 - RC Structure -R	Bp C upgradable	Гибридные заряды*
Plutonium Charge S Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Гибридные заряды*
Plutonium Charge S Blueprint*	10	20	70	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Гибридные заряды*
Plutonium Charge S Blueprint*	10	20	70	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Гибридные заряды*
Plutonium Charge S Blueprint*	10	20	70	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Гибридные заряды*
Plutonium Charge S Blueprint*	10	20	70	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Гибридные заряды*
Plutonium Charge S Blueprint*	10	20	70	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Гибридные заряды*
Plutonium Charge S Blueprint*	10	20	70	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Гибридные заряды*
Plutonium Charge S Blueprint*	10	20	70	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Гибридные заряды*
Plutonium Charge S Blueprint*	10	20	70	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Гибридные заряды*
Plutonium Charge S Blueprint*	10	20	70	0	B6-XE8 - RC Ammunition -R	Small Standard Container*	Гибридные заряды*
Polarized 800mm Repeating Cannon Blueprint*	0	0	10	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Баллистическое орудие*
Polarized 800mm Repeating Cannon Blueprint*	0	0	1	0	B6-XE8 - RC Ammunition -R	Bp Copy T2	Баллистическое орудие*
Porpoise Blueprint*	10	20	9	0	B6-XE8 - RC Component -R	Small Standard Container*	Флагман буровой флотилии*
Power Diagnostic System I Blueprint*	10	20	-1	0	B6-XE8 - RC Blueprint -R	Bp O (10, 20)	Диагностическая система энергосети*
Praetor I Blueprint*	10	20	114	0	B6-XE8 - RC Structure -R	Bp C upgradable	Боевой дрон*
Praetor II Blueprint*	3	2	13	0	B6-XE8 - RC Advanced -R	Склад	Боевой дрон*
